Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
8,130,107,2,29001,24,13.809,32.0610687,1.077102
9,130,108,1,29001,24,13.445,32.82442748,1.04871
10,130,110,2,28768,24,13.081,34.35114504,1.020318
11,130,112,2,28768,24,12.821,35.8778626,1.000038
12,130,114,2,30780,24,12.577,37.40458015,0.981006
13,130,115,1,30780,23,12.446,38.16793893,0.970788
14,130,116,1,30780,23,12.396,38.93129771,0.966888
15,130,117,1,33283,24,12.346,39.69465649,0.962988
16,130,118,1,33283,24,12.204,40.45801527,0.951912
17,130,119,1,33283,24,11.388,41.22137405,0.888264
18,130,120,1,36817,25,10.572,41.98473282,0.824616
19,130,122,2,36817,25,10.997,43.51145038,0.857766
20,130,123,1,36817,25,12.481,44.27480916,0.973518
21,130,125,2,36431,25,13.964,45.80152672,1.089192
22,130,127,2,36431,24,15.359,47.32824427,1.198002
23,130,129,2,36431,24,14.636,48.85496183,1.141608
24,130,131,2,37767,23,13.914,50.38167939,1.085292
25,130,132,1,37767,22,13.67,51.14503817,1.06626
26,130,133,1,37767,22,14.25,51.90839695,1.1115
27,130,134,1,34491,21,16.033,52.67175573,1.250574
28,130,134,0,34660,22,17.815,52.67175573,1.38957
29,130,134,0,34660,22,16.159,52.67175573,1.260402
30,130,134,0,34700,23,13.534,52.67175573,1.055652
31,240,134,0,34700,23,10.909,52.67175573,0.850902
32,240,134,0,34700,24,11.742,52.67175573,0.915876
33,240,134,0,34233,23,15.769,52.67175573,1.229982
34,240,135,1,34233,23,17.514,53.4351145,1.366092
35,240,135,0,34233,23,17.738,53.4351145,1.383564
36,240,135,0,32519,22,18.068,53.4351145,1.409304
37,240,136,1,32519,23,18.774,54.19847328,1.464372
38,240,137,1,35473,23,19.479,54.96183206,1.519362
39,240,137,0,35473,24,21.027,54.96183206,1.640106
40,240,138,1,35585,24,22.669,55.72519084,1.768182
41,240,138,0,35585,25,23.589,55.72519084,1.839942
42,240,139,1,35585,25,22.825,56.48854962,1.78035
43,240,139,0,39715,25,22.061,56.48854962,1.720758
44,240,139,0,39715,25,20.667,56.48854962,1.612026
45,240,139,0,43200,26,18.977,56.48854962,1.480206
46,240,139,0,43200,25,18.062,56.48854962,1.408836
47,240,139,0,43200,25,19.603,56.48854962,1.529034
48,240,139,0,42902,24,21.144,56.48854962,1.649232
49,240,139,0,42902,24,20.728,56.48854962,1.616784
50,240,140,1,44488,24,20.23,57.2519084,1.57794
51,240,140,0,44488,24,21.135,57.2519084,1.64853
52,240,140,0,44488,24,22.347,57.2519084,1.743066
53,240,141,1,47522,24,23.272,58.01526718,1.815216
54,240,141,0,47522,25,23.688,58.01526718,1.847664
55,240,142,1,49905,25,24.103,58.77862595,1.880034
56,240,142,0,49905,25,23.7,58.77862595,1.8486
57,240,143,1,50460,25,23.206,59.54198473,1.810068
58,240,143,0,50460,25,23.736,59.54198473,1.851408
59,240,145,2,50460,25,24.523,61.06870229,1.912794
60,240,145,0,50669,25,24.181,61.06870229,1.886118
61,130,146,1,50669,25,22.878,61.83206107,1.784484
62,130,147,1,49575,25,21.708,62.59541985,1.693224
63,130,148,1,49575,25,23.722,63.35877863,1.850316
64,130,149,1,50991,26,25.737,64.1221374,2.007486
65,130,150,1,50991,26,26.091,64.88549618,2.035098
66,130,150,0,50991,26,26.411,64.88549618,2.060058
67,130,150,0,51563,26,26.09,64.88549618,2.03502
68,130,150,0,51563,26,25.545,64.88549618,1.99251
69,130,150,0,53003,26,24.989,64.88549618,1.949142
70,130,150,0,53003,26,24.418,64.88549618,1.904604
71,130,149,-1,52537,26,23.926,64.1221374,1.866228
72,130,148,-1,52537,26,24.145,63.35877863,1.88331
73,130,148,0,53020,26,24.364,63.35877863,1.900392
74,130,147,-1,53020,26,24.091,62.59541985,1.879098
