Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
8,120,77,1,21978,17,10.139,10.47619048,0.882093
9,120,80,3,21978,18,9.6084,13.33333333,0.8359308
10,120,81,1,23973,18,9.1255,14.28571429,0.7939185
11,120,82,1,23973,19,8.6904,15.23809524,0.7560648
12,120,83,1,23973,19,8.2815,16.19047619,0.7204905
13,120,85,2,25428,19,8.2827,18.0952381,0.7205949
14,120,86,1,25428,19,8.2839,19.04761905,0.7206993
15,120,88,2,27468,20,8.929,20.95238095,0.776823
16,120,89,1,27468,20,9.7775,21.9047619,0.8506425
17,120,90,1,31412,22,10.089,22.85714286,0.877743
18,120,92,2,31412,24,9.6584,24.76190476,0.8402808
19,120,93,1,31412,25,9.2279,25.71428571,0.8028273
20,120,94,1,34344,26,9.8531,26.66666667,0.8572197
21,120,95,1,34344,26,10.812,27.61904762,0.940644
22,120,95,0,34344,27,11.441,27.61904762,0.995367
23,120,96,1,31532,26,10.756,28.57142857,0.935772
24,120,96,0,31532,26,10.071,28.57142857,0.876177
25,120,96,0,30482,25,9.9393,28.57142857,0.8647191
26,120,96,0,30482,25,10.093,28.57142857,0.878091
27,120,96,0,30482,24,10.143,28.57142857,0.882441
28,120,96,0,28945,24,9.6526,28.57142857,0.8397762
29,120,97,1,28945,24,9.1619,29.52380952,0.7970853
30,120,97,0,29972,24,10.714,29.52380952,0.932118
31,195,98,1,29972,24,12.656,30.47619048,1.101072
32,195,98,0,29972,25,14.089,30.47619048,1.225743
33,195,99,1,30175,25,14.077,31.42857143,1.224699
34,195,100,1,30175,24,14.065,32.38095238,1.223655
35,195,101,1,29882,23,16.433,33.33333333,1.429671
36,195,102,1,29882,23,22.087,34.28571429,1.921569
37,195,102,0,30745,23,21.187,34.28571429,1.843269
38,195,103,1,30745,24,13.184,35.23809524,1.147008
39,195,103,0,30160,25,9.5587,35.23809524,0.8316069
40,195,104,1,30160,25,11.071,36.19047619,0.963177
41,195,104,0,30040,25,9.9265,36.19047619,0.8636055
42,195,104,0,30040,26,4.904,36.19047619,0.426648
43,195,104,0,31532,26,4.6686,36.19047619,0.4061682
44,195,104,0,31532,27,20.604,36.19047619,1.792548
45,195,104,0,33617,27,33.681,36.19047619,2.930247
46,195,104,0,33617,27,21.041,36.19047619,1.830567
47,195,104,0,35079,28,13.59,36.19047619,1.18233
48,195,105,1,35079,29,14.606,37.14285714,1.270722
49,195,105,0,37051,30,14.355,37.14285714,1.248885
50,195,105,0,37051,30,12.935,37.14285714,1.125345
51,195,106,1,37051,31,12.953,38.0952381,1.126911
52,195,106,0,35626,30,14.958,38.0952381,1.301346
53,195,106,0,35626,29,16.963,38.0952381,1.475781
54,195,107,1,38694,29,15.533,39.04761905,1.351371
55,195,107,0,38694,28,13.244,39.04761905,1.152228
56,195,108,1,42106,28,15.947,40,1.387389
57,195,108,0,42106,28,18.751,40,1.631337
58,195,109,1,42106,28,19.294,40.95238095,1.678578
59,195,109,0,46597,28,19.121,40.95238095,1.663527
60,195,109,0,46597,27,18.949,40.95238095,1.648563
61,120,110,1,46597,27,18.777,41.9047619,1.633599
62,120,110,0,42930,26,16.891,41.9047619,1.469517
63,120,111,1,42930,26,14.404,42.85714286,1.253148
64,120,111,0,41693,25,13.838,42.85714286,1.203906
65,120,111,0,41693,25,14.177,42.85714286,1.233399
66,120,112,1,40786,24,14.345,43.80952381,1.248015
67,120,112,0,40786,24,14.329,43.80952381,1.246623
68,120,112,0,40786,24,14.936,43.80952381,1.299432
69,120,112,0,42241,24,17.515,43.80952381,1.523805
70,120,112,0,42241,24,20.095,43.80952381,1.748265
71,120,112,0,40943,24,20.873,43.80952381,1.815951
72,120,112,0,40943,24,20.547,43.80952381,1.787589
73,120,112,0,39908,24,20.491,43.80952381,1.782717
74,120,112,0,39908,24,20.648,43.80952381,1.796376
75,120,113,1,37201,24,21.443,44.76190476,1.865541
76,120,113,0,37201,25,22.876,44.76190476,1.990212
77,120,113,0,37201,25,24.089,44.76190476,2.095743
78,120,113,0,42143,26,24.873,44.76190476,2.163951
79,120,113,0,42143,27,25.527,44.76190476,2.220849
80,120,113,0,44265,27,23.071,44.76190476,2.007177
81,120,113,0,44265,27,20.615,44.76190476,1.793505
82,120,113,0,45300,27,21.953,44.76190476,1.909911
83,120,113,0,45300,27,23.292,44.76190476,2.026404
84,120,113,0,46807,27,23.13,44.76190476,2.01231
85,120,114,1,46807,27,22.837,45.71428571,1.986819
86,120,114,0,47887,28,22.913,45.71428571,1.993431
87,120,114,0,47887,28,23.082,45.71428571,2.008134
88,120,115,1,49192,28,23.403,46.66666667,2.036061
89,120,115,0,49192,28,23.809,46.66666667,2.071383
90,120,115,0,49942,28,23.808,46.66666667,2.071296
91,195,115,0,49942,28,23.432,46.66666667,2.038584
92,195,116,1,50047,28,23.496,47.61904762,2.044152
93,195,116,0,50047,28,24.954,47.61904762,2.170998
94,195,116,0,50047,28,25.532,47.61904762,2.221284
95,195,117,1,52837,28,24.895,48.57142857,2.165865
96,195,117,0,55004,28,24.222,48.57142857,2.107314
97,195,118,1,55004,28,23.48,49.52380952,2.04276
98,195,118,0,55004,29,23.249,49.52380952,2.022663
99,195,119,1,56781,29,24.473,50.47619048,2.129151
100,195,119,0,56781,29,24.896,50.47619048,2.165952
101,195,119,0,58821,29,23.446,50.47619048,2.039802
102,195,120,1,58821,29,22.063,51.42857143,1.919481
103,195,120,0,60208,29,20.888,51.42857143,1.817256
104,195,121,1,60208,29,20.258,52.38095238,1.762446
105,195,122,1,60148,29,22.974,53.33333333,1.998738
106,195,122,0,60148,29,25.064,53.33333333,2.180568
107,195,123,1,58926,29,23.861,54.28571429,2.075907
108,195,123,0,58926,30,22.917,54.28571429,1.993779
109,195,124,1,56856,30,23.147,55.23809524,2.013789
