Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
9,25,97,0,14792,15,7.7946,24.80620155,0.6040815
10,25,96,-1,14792,15,7.7008,24.03100775,0.596812
11,25,95,-1,14792,15,7.6071,23.25581395,0.58955025
12,25,95,0,14792,14,7.5133,23.25581395,0.58228075
13,25,96,1,15742,15,7.5958,24.03100775,0.5886745
14,25,97,1,15742,15,7.9217,24.80620155,0.61393175
15,25,98,1,15742,15,8.2476,25.58139535,0.639189
16,25,99,1,15820,15,8.5735,26.35658915,0.66444625
17,25,100,1,15820,15,8.8974,27.13178295,0.6895485
18,25,101,1,15820,15,9.2209,27.90697674,0.71461975
19,25,101,0,15820,15,9.5443,27.90697674,0.73968325
20,25,101,0,15820,15,9.8678,27.90697674,0.7647545
21,25,102,1,15890,15,9.8491,28.68217054,0.76330525
22,25,102,0,15890,16,9.2223,28.68217054,0.71472825
23,25,102,0,15890,16,8.5955,28.68217054,0.66615125
24,25,103,1,15890,16,7.9687,29.45736434,0.61757425
25,25,103,0,16839,16,7.6643,29.45736434,0.59398325
26,25,103,0,16839,16,7.9329,29.45736434,0.61479975
27,25,103,0,16839,16,8.2015,29.45736434,0.63561625
28,25,103,0,16839,15,8.4701,29.45736434,0.65643275
29,25,104,1,16770,15,8.7387,30.23255814,0.67724925
30,25,103,-1,16770,15,8.5478,29.45736434,0.6624545
31,100,103,0,16770,15,8.1406,29.45736434,0.6308965
32,100,103,0,16770,15,7.7335,29.45736434,0.59934625
33,100,103,0,16430,15,7.3264,29.45736434,0.567796
34,100,103,0,16430,15,7.143,29.45736434,0.5535825
35,100,103,0,16430,15,7.1087,29.45736434,0.55092425
36,100,103,0,16430,15,7.0745,29.45736434,0.54827375
37,100,103,0,16474,15,7.0654,29.45736434,0.5475685
38,100,103,0,16474,15,8.2919,29.45736434,0.64262225
39,100,104,1,17232,15,9.5184,30.23255814,0.737676
40,100,105,1,17232,15,10.891,31.00775194,0.8440525
41,100,106,1,17232,15,12.726,31.78294574,0.986265
42,100,107,1,17232,16,14.561,32.55813953,1.1284775
43,100,108,1,18591,16,15.545,33.33333333,1.2047375
44,100,109,1,18591,16,15.607,34.10852713,1.2095425
45,100,109,0,18591,16,15.67,34.10852713,1.214425
46,100,110,1,18591,16,15.732,34.88372093,1.21923
47,100,111,1,18826,16,14.688,35.65891473,1.13832
48,100,111,0,18826,16,13.214,35.65891473,1.024085
49,100,112,1,18826,16,11.739,36.43410853,0.9097725
50,100,112,0,18826,16,10.265,36.43410853,0.7955375
51,100,113,1,18417,16,8.7907,37.20930233,0.68127925
52,100,114,1,18417,16,9.4076,37.98449612,0.729089
53,100,115,1,18417,16,11.539,38.75968992,0.8942725
54,100,115,0,18417,16,13.67,38.75968992,1.059425
55,100,117,2,22547,16,15.545,40.31007752,1.2047375
56,100,118,1,22547,16,15.54,41.08527132,1.20435
57,100,119,1,22547,16,15.535,41.86046512,1.2039625
58,100,120,1,22547,16,15.53,42.63565891,1.203575
59,100,120,0,22983,16,15.526,42.63565891,1.203265
60,100,120,0,22983,16,15.237,42.63565891,1.1808675
61,25,118,-2,22983,16,14.776,41.08527132,1.14514
62,25,117,-1,23253,16,14.314,40.31007752,1.109335
63,25,114,-3,23253,16,13.423,37.98449612,1.0402825
64,25,111,-3,23253,16,12.311,35.65891473,0.9541025
65,25,110,-1,22251,16,11.25,34.88372093,0.871875
66,25,107,-3,22251,16,10.77,32.55813953,0.834675
67,25,105,-2,22251,16,10.29,31.00775194,0.797475
68,25,103,-2,20639,16,9.8092,29.45736434,0.760213
69,25,102,-1,20639,16,10.033,28.68217054,0.7775575
70,25,101,-1,20639,16,10.766,27.90697674,0.834365
71,25,102,1,20639,16,11.499,28.68217054,0.8911725
72,25,102,0,22111,16,12.13,28.68217054,0.940075
73,25,104,2,22111,17,12.562,30.23255814,0.973555
74,25,105,1,22111,17,12.995,31.00775194,1.0071125
75,25,107,2,22111,17,13.427,32.55813953,1.0405925
76,25,109,2,22573,17,13.859,34.10852713,1.0740725
77,25,110,1,22573,17,13.478,34.88372093,1.044545
78,25,111,1,22573,17,13.097,35.65891473,1.0150175
79,25,112,1,19340,17,12.717,36.43410853,0.9855675
80,25,112,0,19340,17,12.548,36.43410853,0.97247
81,25,112,0,19340,17,12.611,36.43410853,0.9773525
82,25,112,0,19811,17,12.673,36.43410853,0.9821575
83,25,112,0,19811,18,12.817,36.43410853,0.9933175
84,25,112,0,19811,18,13.154,36.43410853,1.019435
85,25,112,0,20299,18,13.49,36.43410853,1.045475
86,25,112,0,20299,18,13.711,36.43410853,1.0626025
87,25,112,0,20299,18,13.404,36.43410853,1.03881
88,25,113,1,21318,18,13.098,37.20930233,1.015095
89,25,113,0,21318,18,12.897,37.20930233,0.9995175
90,25,113,0,21318,18,13.176,37.20930233,1.02114
91,100,112,-1,21911,18,13.455,36.43410853,1.0427625
92,100,112,0,21911,18,13.702,36.43410853,1.061905
93,100,111,-1,21911,18,13.709,35.65891473,1.0624475
94,100,111,0,21867,18,13.717,35.65891473,1.0630675
95,100,111,0,21867,18,13.846,35.65891473,1.073065
96,100,110,-1,21867,19,14.079,34.88372093,1.0911225
97,100,110,0,22355,19,14.311,34.88372093,1.1091025
98,100,110,0,22355,19,14.003,34.88372093,1.0852325
99,100,111,1,22355,19,12.947,35.65891473,1.0033925
100,100,112,1,22355,20,11.89,36.43410853,0.921475
101,100,113,1,22155,19,10.907,37.20930233,0.8452925
102,100,113,0,22155,19,11.679,37.20930233,0.9051225
103,100,114,1,22155,19,12.451,37.98449612,0.9649525
104,100,114,0,22355,19,13.223,37.98449612,1.0247825
105,100,114,0,22355,19,13.737,37.98449612,1.0646175
106,100,114,0,22355,19,14.202,37.98449612,1.100655
107,100,115,1,23209,20,14.667,38.75968992,1.1366925
108,100,114,-1,23209,20,15.388,37.98449612,1.19257
109,100,114,0,23209,20,16.137,37.98449612,1.2506175
110,100,114,0,23331,20,16.836,37.98449612,1.30479
111,100,114,0,23331,20,16.353,37.98449612,1.2673575
112,100,114,0,23724,20,15.869,37.98449612,1.2298475
113,100,115,1,23724,20,15.417,38.75968992,1.1948175
114,100,115,0,23724,20,15.045,38.75968992,1.1659875
115,100,116,1,23401,20,14.672,39.53488372,1.13708
116,100,117,1,23401,20,14.358,40.31007752,1.112745
117,100,118,1,23401,20,14.124,41.08527132,1.09461
118,100,118,0,23523,20,13.89,41.08527132,1.076475
119,100,119,1,23523,20,13.719,41.86046512,1.0632225
120,100,119,0,23523,20,13.611,41.86046512,1.0548525
121,100,119,0,24116,20,13.504,41.86046512,1.04656
122,100,118,-1,24116,20,13.918,41.08527132,1.078645
123,100,118,0,24116,20,14.742,41.08527132,1.142505
124,100,118,0,24978,21,15.567,41.08527132,1.2064425
125,100,118,0,24978,21,15.724,41.08527132,1.21861
126,100,118,0,24978,21,15.438,41.08527132,1.196445
