Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
15,25,94,0,13720,8,14.792,22.48062016,1.14638
16,25,94,0,13720,8,12.756,22.48062016,0.98859
17,25,93,-1,13720,8,10.72,21.70542636,0.8308
18,25,92,-1,13720,8,8.6747,20.93023256,0.67228925
19,25,90,-2,13720,8,6.5814,19.37984496,0.5100585
20,25,89,-1,13720,8,4.4882,18.60465116,0.3478355
21,25,87,-2,14404,8,2.3949,17.05426357,0.18560475
22,25,86,-1,14404,8,1.9411,16.27906977,0.15043525
23,25,85,-1,14404,8,1.6695,15.50387597,0.12938625
24,25,85,0,14404,8,1.3978,15.50387597,0.1083295
25,25,84,-1,14404,8,1.1262,14.72868217,0.0872805
26,25,84,0,14404,8,3.7321,14.72868217,0.28923775
27,25,86,2,14404,8,6.8064,16.27906977,0.527496
28,25,89,3,13636,8,9.8808,18.60465116,0.765762
29,25,92,3,13636,8,11.286,20.93023256,0.874665
30,25,94,2,13636,8,10.565,22.48062016,0.8187875
31,180,98,4,13636,8,9.845,25.58139535,0.7629875
32,180,100,2,13457,8,9.1247,27.13178295,0.70716425
33,180,100,0,13457,8,8.5147,27.13178295,0.65988925
34,180,101,1,13457,8,9.633,27.90697674,0.7465575
35,180,102,1,13457,8,10.751,28.68217054,0.8332025
36,180,102,0,13457,8,11.869,28.68217054,0.9198475
37,180,102,0,13457,8,12.789,28.68217054,0.9911475
38,180,102,0,12164,8,13.385,28.68217054,1.0373375
39,180,103,1,12164,8,13.981,29.45736434,1.0835275
40,180,103,0,12164,8,14.861,29.45736434,1.1517275
41,180,104,1,13607,8,15.787,30.23255814,1.2234925
42,180,104,0,13607,8,16.334,30.23255814,1.265885
43,180,105,1,15623,9,16.261,31.00775194,1.2602275
44,180,106,1,15623,11,16.189,31.78294574,1.2546475
45,180,107,1,15623,12,15.696,32.55813953,1.21644
46,180,109,2,15108,13,14.223,34.10852713,1.1022825
47,180,111,2,15108,13,12.75,35.65891473,0.988125
48,180,112,1,15108,13,11.277,36.43410853,0.8739675
49,180,114,2,16767,13,12.226,37.98449612,0.947515
50,180,116,2,16767,14,13.57,39.53488372,1.051675
51,180,117,1,16767,15,14.723,40.31007752,1.1410325
52,180,118,1,19271,15,14.703,41.08527132,1.1394825
53,180,119,1,19271,16,14.684,41.86046512,1.13801
54,180,119,0,21811,18,15.461,41.86046512,1.1982275
55,180,120,1,21811,18,16.972,42.63565891,1.31533
56,180,120,0,21811,19,18.484,42.63565891,1.43251
57,180,120,0,26349,19,18.105,42.63565891,1.4031375
58,180,121,1,26349,21,17.647,43.41085271,1.3676425
59,180,122,1,28993,22,17.352,44.18604651,1.34478
60,180,122,0,28993,23,18.258,44.18604651,1.414995
61,25,123,1,28993,23,19.164,44.96124031,1.48521
62,25,124,1,28046,22,18.904,45.73643411,1.46506
63,25,125,1,28046,22,18.042,46.51162791,1.398255
64,25,126,1,28046,22,17.181,47.28682171,1.3315275
65,25,127,1,28046,21,16.603,48.0620155,1.2867325
66,25,128,1,29181,21,16.115,48.8372093,1.2489125
67,25,129,1,29181,21,15.627,49.6124031,1.2110925
68,25,129,0,29181,22,15.337,49.6124031,1.1886175
69,25,130,1,29697,21,15.111,50.3875969,1.1711025
70,25,131,1,29697,21,14.884,51.1627907,1.15351
71,25,131,0,29697,21,15.135,51.1627907,1.1729625
72,25,131,0,29753,21,15.865,51.1627907,1.2295375
73,25,132,1,29753,21,16.594,51.9379845,1.286035
74,25,131,-1,29753,21,17.337,51.1627907,1.3436175
75,25,131,0,29125,21,18.085,51.1627907,1.4015875
76,25,131,0,29125,20,18.833,51.1627907,1.4595575
77,25,130,-1,29125,20,18.959,50.3875969,1.4693225
78,25,130,0,29931,20,18.949,50.3875969,1.4685475
79,25,130,0,29931,20,18.939,50.3875969,1.4677725
80,25,129,-1,29931,20,18.842,49.6124031,1.460255
81,25,129,0,29312,19,17.743,49.6124031,1.3750825
82,25,129,0,29312,19,16.643,49.6124031,1.2898325
83,25,128,-1,29312,19,15.544,48.8372093,1.20466
84,25,128,0,30100,19,18.051,48.8372093,1.3989525
85,25,128,0,30100,20,21.697,48.8372093,1.6815175
86,25,127,-1,30240,20,22.35,48.0620155,1.732125
87,25,127,0,30240,20,19.491,48.0620155,1.5105525
