Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
6,25,62,1,15915,17,8.83983852260177,11.76470588,0.6302804862123893
7,25,64,2,17770,17,8.729809783442478,13.44537815,0.6224354370973451
8,25,66,2,17770,18,8.619781044283187,15.12605042,0.6145903879823008
9,25,68,2,18716,19,8.607083163674528,16.80672269,0.6136850291037735
10,25,72,4,18716,20,8.596371627117925,20.16806723,0.6129212965566037
11,25,73,1,19681,21,8.594872012,21.00840336,0.6128143739999999
12,25,75,2,19681,22,8.594872012,22.68907563,0.6128143739999999
13,25,77,2,21287,23,8.594872012,24.3697479,0.6128143739999999
14,25,78,1,21287,23,8.594872012,25.21008403,0.6128143739999999
15,25,81,3,21287,24,8.54044453558394,27.73109244,0.608933694919708
16,25,82,1,22107,25,8.457978662226276,28.57142857,0.6030538781313868
17,25,82,0,22107,26,8.375512788868614,28.57142857,0.5971740613430656
18,25,83,1,22107,27,8.430056687694117,29.41176471,0.6010630413411764
19,25,84,1,22557,27,8.49651447975294,30.25210084,0.6058014819294117
20,25,83,-1,22557,26,8.562972271811764,29.41176471,0.610539922517647
21,25,83,0,22557,25,8.692105141499999,29.41176471,0.6197470962586207
22,25,83,0,20202,25,8.879091929,29.41176471,0.6330792544482758
23,25,83,0,20202,24,9.042723599826447,29.41176471,0.6447461927355371
24,25,83,0,20348,24,9.112934803958678,29.41176471,0.6497522514132231
25,25,83,0,20348,24,9.183146008090908,29.41176471,0.6547583100909091
26,25,83,0,20348,24,9.198592473,29.41176471,0.655859643
27,25,82,-1,21522,24,9.198592473,28.57142857,0.655859643
28,25,83,1,21522,24,9.264132840513513,29.41176471,0.6605326712612613
29,25,83,0,22062,24,9.436607491864866,29.41176471,0.672830114054054
30,25,83,0,22062,24,9.581486199,29.41176471,0.683159966
31,105,84,1,21757,24,9.581486199,30.25210084,0.683159966
32,105,84,0,21757,23,9.581486199,30.25210084,0.683159966
33,105,85,1,21757,23,9.581486199,31.09243697,0.683159966
34,105,85,0,21357,23,9.581486199,31.09243697,0.683159966
35,105,85,0,21357,23,9.654712730938776,31.09243697,0.6883810176734693
36,105,85,0,21186,24,9.821136667163264,31.09243697,0.7002470442040816
37,105,86,1,21186,24,9.907677114,31.93277311,0.7064173779999999
38,105,86,0,23586,25,9.907677114,31.93277311,0.7064173779999999
39,105,87,1,23586,26,9.964581999982608,32.77310924,0.7104746964260868
40,105,88,1,23751,27,10.183446946069566,33.61344538,0.7260797672956522
41,105,89,1,23751,27,10.402311892156522,34.45378151,0.7416848381652174
42,105,90,1,23751,27,10.690931810991735,35.29411765,0.7622634383553718
43,105,92,2,23377,27,10.982458187024793,36.97478992,0.7830492689338842
44,105,94,2,23377,26,11.142741530753769,38.65546218,0.7944774713015075
45,105,94,0,23377,26,11.191225254371858,38.65546218,0.7979343607487436
46,105,96,2,24761,26,11.239708977989949,40.33613445,0.8013912501959798
47,105,97,1,24761,25,11.28819270160804,41.17647059,0.804848139643216
48,105,98,1,24761,25,11.372226350666667,42.01680672,0.810839739
49,105,98,0,23986,24,11.484192084,42.01680672,0.8188228961428571
50,105,99,1,23986,24,11.855390654054055,42.85714286,0.8452893541351351
51,105,99,0,24913,24,12.530906032432434,42.85714286,0.8934536000810812
52,105,99,0,24913,25,13.04429772,42.85714286,0.9300584270000001
53,105,100,1,24812,25,13.04429772,43.69747899,0.9300584270000001
54,105,100,0,24812,24,13.074440363157894,43.69747899,0.9322075974736842
55,105,100,0,25669,24,13.32562905614035,43.69747899,0.9501173514210526
56,105,101,1,25669,24,13.576817749122808,44.53781513,0.9680271053684211
57,105,102,1,25669,24,14.03576014534483,45.37815126,1.000749698051724
58,105,103,1,26018,24,14.534274675517242,46.21848739,1.0362937838275863
59,105,104,1,26018,24,14.79784773655462,47.05882353,1.0550865430336134
60,105,105,1,26729,24,14.844551749159663,47.89915966,1.0584165392521008
61,25,106,1,26729,24,14.95768199412844,48.7394958,1.066482725853211
62,25,107,1,26221,24,15.478859095045872,49.57983193,1.103642653376147
63,25,107,0,26221,25,16.000036195963304,49.57983193,1.1408025808990827
64,25,108,1,27574,25,16.02088328,50.42016807,1.142288978
65,25,108,0,27574,26,16.02088328,50.42016807,1.142288978
66,25,108,0,27574,27,16.02088328,50.42016807,1.142288978
67,25,108,0,27079,27,16.02088328,50.42016807,1.142288978
68,25,108,0,27079,26,16.36587023394737,50.42016807,1.1668865476052632
