Time,WR,HR,VE,BF,VO2rel,HRR,VO2,Unnamed: 8,Unnamed: 9,Unnamed: 10
8.0,25.0,132.0,14288.055,11.0,9.318017988740825,57.8125,0.6298980161674312,,,
9.0,25.0,133.0,14288.055,11.0,9.483188035415138,58.59375,0.6410635112362386,,,
10.0,25.0,134.0,15837.198999999999,11.0,9.648358082089448,59.375,0.652229006305046,,,
11.0,25.0,134.0,15837.198999999999,11.0,9.81352812876376,59.375,0.6633945013738533,,,
12.0,25.0,135.0,15837.198999999999,12.0,10.007612649491175,60.15625,0.6765146148735295,,,
13.0,25.0,135.0,15837.198999999999,12.0,10.219418944638235,60.15625,0.6908327203147059,,,
14.0,25.0,136.0,17150.193,12.0,10.431225239785295,60.9375,0.7051508257558823,,,
15.0,25.0,137.0,17150.193,13.0,10.59643415,61.71875,0.716318948,,,
16.0,25.0,137.0,17150.193,13.0,10.59643415,61.71875,0.716318948,,,
17.0,25.0,138.0,17150.193,13.0,10.59643415,62.5,0.716318948,,,
18.0,25.0,138.0,17268.268,13.0,10.59643415,62.5,0.716318948,,,
19.0,25.0,138.0,17268.268,13.0,10.59643415,62.5,0.716318948,,,
20.0,25.0,137.0,17268.268,13.0,10.59643415,61.71875,0.716318948,,,
21.0,25.0,136.0,17268.268,14.0,10.59643415,60.9375,0.716318948,,,
22.0,25.0,136.0,17995.61,14.0,10.59643415,60.9375,0.716318948,,,
23.0,25.0,135.0,17995.61,14.0,10.493240635157234,60.15625,0.7093430663836477,,,
24.0,25.0,134.0,17995.61,14.0,10.373248176037736,59.375,0.7012315761320754,,,
25.0,25.0,133.0,16918.766,14.0,10.25325571691824,58.59375,0.6931200858805031,,,
26.0,25.0,133.0,16918.766,15.0,10.21485813,58.59375,0.690524409,,,
27.0,25.0,133.0,16918.766,15.0,10.21485813,58.59375,0.690524409,,,
28.0,25.0,133.0,18014.502,15.0,10.21485813,58.59375,0.690524409,,,
29.0,25.0,133.0,18014.502,16.0,10.203035950866141,58.59375,0.6897252298661417,,,
30.0,25.0,133.0,18014.502,16.0,10.179391592598424,58.59375,0.6881268715984252,,,
31.0,25.0,132.0,18354.558,17.0,10.15574723433071,57.8125,0.6865285133307086,,,
32.0,25.0,132.0,18354.558,17.0,10.15480146,57.8125,0.686464579,,,
33.0,25.0,131.0,18354.558,17.0,10.15480146,57.03125,0.686464579,,,
34.0,25.0,131.0,18765.459,18.0,10.15480146,57.03125,0.686464579,,,
35.0,25.0,129.0,18765.459,18.0,10.15480146,55.46875,0.686464579,,,
36.0,25.0,128.0,18765.459,18.0,10.15480146,54.6875,0.686464579,,,
37.0,25.0,127.0,18000.333,18.0,10.15480146,53.90625,0.686464579,,,
38.0,25.0,126.0,18000.333,18.0,10.15480146,53.125,0.686464579,,,
39.0,25.0,124.0,18000.333,18.0,10.15480146,51.5625,0.686464579,,,
40.0,25.0,123.0,17117.131999999998,18.0,10.15480146,50.78125,0.686464579,,,
41.0,25.0,122.0,17117.131999999998,19.0,10.15480146,50.0,0.686464579,,,
42.0,25.0,121.0,18170.361,19.0,10.15480146,49.21875,0.686464579,,,
43.0,25.0,120.0,18170.361,20.0,10.006040270257426,48.4375,0.6764083225049505,,,
44.0,25.0,120.0,18170.361,21.0,9.749555460356435,48.4375,0.6590699492376237,,,
45.0,25.0,119.0,18170.361,21.0,10.011678388066667,47.65625,0.6767894589333334,,,
46.0,25.0,118.0,18170.361,21.0,10.681278823899998,46.875,0.7220544481,,,
47.0,25.0,117.0,16729.846,21.0,11.227263537031964,46.09375,0.7589630144885845,,,
48.0,25.0,117.0,16729.846,20.0,11.124265705981735,46.09375,0.7520003612922375,,,
49.0,25.0,116.0,16729.846,20.0,11.021267874931507,45.3125,0.7450377080958904,,,
50.0,25.0,116.0,16191.423999999999,19.0,10.918270043881279,45.3125,0.7380750548995434,,,
51.0,25.0,116.0,16191.423999999999,19.0,10.81527221283105,45.3125,0.7311124017031962,,,
52.0,25.0,116.0,16191.423999999999,19.0,10.79261269,45.3125,0.729580618,,,
53.0,25.0,118.0,16191.423999999999,19.0,10.79261269,46.875,0.729580618,,,
54.0,25.0,120.0,16191.423999999999,19.0,10.79261269,48.4375,0.729580618,,,
55.0,25.0,121.0,17282.436999999998,19.0,10.79261269,49.21875,0.729580618,,,
56.0,25.0,119.0,17282.436999999998,18.0,10.79261269,47.65625,0.729580618,,,
57.0,25.0,119.0,17282.436999999998,18.0,10.79261269,47.65625,0.729580618,,,
58.0,25.0,119.0,15733.293,18.0,10.79261269,47.65625,0.729580618,,,
59.0,25.0,119.0,15733.293,18.0,10.79261269,47.65625,0.729580618,,,
60.0,25.0,119.0,15733.293,17.0,10.79261269,47.65625,0.729580618,,,
61.0,25.0,117.0,15539.65,17.0,10.79261269,46.09375,0.729580618,,,
62.0,25.0,115.0,15539.65,17.0,10.525601357664922,44.53125,0.7115306518848168,,,
63.0,25.0,114.0,15539.65,17.0,10.183279136722515,43.75,0.6883896696858639,,,
64.0,25.0,113.0,16290.607,17.0,9.840956915780106,42.96875,0.6652486874869111,,,
65.0,25.0,111.0,16290.607,17.0,9.498634694837698,41.40625,0.6421077052879584,,,
66.0,25.0,110.0,16290.607,17.0,9.484941806,40.625,0.641182066,,,
67.0,25.0,111.0,16290.607,17.0,9.484941806,41.40625,0.641182066,,,
68.0,25.0,111.0,15213.763,17.0,9.484941806,41.40625,0.641182066,,,
69.0,25.0,111.0,15213.763,16.0,9.5857329926789,41.40625,0.6479955502293578,,,
70.0,25.0,111.0,15213.763,16.0,9.945701516532111,41.40625,0.6723294224770643,,,
71.0,25.0,110.0,15213.763,16.0,10.305670040385323,40.625,0.6966632947247707,,,
72.0,25.0,111.0,16696.785,16.0,10.665638564238533,41.40625,0.7209971669724772,,,
73.0,25.0,112.0,16696.785,16.0,11.025607088091745,42.1875,0.7453310392201836,,,
74.0,25.0,112.0,16696.785,17.0,10.661142321290697,42.1875,0.7206932209302326,,,
75.0,25.0,112.0,16696.785,17.0,10.233683355302325,42.1875,0.6917969947674418,,,
76.0,25.0,113.0,16002.503999999999,17.0,9.806224389313952,42.96875,0.6629007686046511,,,
77.0,25.0,113.0,16002.503999999999,16.0,9.781102219916203,42.96875,0.6612025099497209,,,
78.0,25.0,113.0,16002.503999999999,16.0,10.191844913491622,42.96875,0.6889687160949722,,,
79.0,25.0,113.0,15501.866000000002,16.0,10.602587607067042,42.96875,0.7167349222402237,,,
80.0,25.0,112.0,15501.866000000002,16.0,11.013330300642462,42.1875,0.7445011283854751,,,
81.0,25.0,111.0,15501.866000000002,17.0,11.0968939510219,41.40625,0.7501500310072994,,,
82.0,25.0,111.0,15501.866000000002,17.0,11.144104374379562,41.40625,0.7533414554598541,,,
83.0,25.0,109.0,14996.505,17.0,11.18376113,39.84375,0.7560222520000001,,,
84.0,25.0,107.0,14996.505,17.0,11.18376113,38.28125,0.7560222520000001,,,
85.0,25.0,107.0,15596.326000000001,17.0,11.18376113,38.28125,0.7560222520000001,,,
86.0,25.0,106.0,15596.326000000001,17.0,11.18376113,37.5,0.7560222520000001,,,
87.0,25.0,105.0,15596.326000000001,17.0,10.955216072428573,36.71875,0.7405726061428572,,,
88.0,25.0,106.0,15596.326000000001,17.0,10.717148304125002,37.5,0.7244792250416668,,,
89.0,25.0,108.0,15596.326000000001,17.0,10.47908053582143,39.0625,0.7083858439404763,,,
90.0,25.0,109.0,19063.008,17.0,10.241012767517859,39.84375,0.6922924628392858,,,
91.0,25.0,109.0,19063.008,17.0,10.002944999214288,39.84375,0.6761990817380954,,,
92.0,25.0,107.0,19063.008,16.0,9.764877230910715,38.28125,0.6601057006369049,,,
