Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
10,25,93,3,13848,13,11.387659854730538,28.46153846,0.8540744891047903
11,25,94,1,15000,13,11.059540746946107,29.23076923,0.8294655560209581
12,25,96,2,15000,14,10.731421639161676,30.76923077,0.8048566229371257
13,25,98,2,15000,14,10.457652516923076,32.30769231,0.7843239387692308
14,25,99,1,15000,14,10.808908228461538,33.07692308,0.8106681171346154
15,25,100,1,16103,14,11.160163939999999,33.84615385,0.8370122955
16,25,102,2,16103,14,11.51141965153846,35.38461538,0.8633564738653846
17,25,102,0,16103,14,11.52546988,35.38461538,0.864410241
18,25,101,-1,16103,14,11.52546988,34.61538462,0.864410241
19,25,100,-1,16103,14,11.52546988,33.84615385,0.864410241
20,25,99,-1,16103,14,11.609514174778324,33.07692308,0.8707135631083743
21,25,97,-2,17589,14,11.84297054916256,31.53846154,0.888222791187192
22,25,96,-1,17589,14,12.076426923546798,30.76923077,0.9057320192660099
23,25,95,-1,17589,14,12.309883297931034,30.0,0.9232412473448276
24,25,94,-1,17589,14,11.91433690985849,29.23076923,0.8935752681792453
25,25,93,-1,17589,14,10.05111740938679,28.46153846,0.7538338054433962
26,25,93,0,18089,14,8.544227046929999,28.46153846,0.6408170281000001
27,25,94,1,18089,14,8.660613868763333,29.23076923,0.6495460397666667
28,25,95,1,18089,14,8.777000690596667,30.0,0.6582750514333333
29,25,96,1,23056,14,8.89338751243,30.76923077,0.6670040631
30,25,97,1,23056,14,9.009774334263334,31.53846154,0.6757330747666667
31,115,99,2,23056,14,9.126161156096668,33.07692308,0.6844620864333333
32,115,100,1,23056,15,9.22159835,33.84615385,0.691619876
33,115,100,0,23056,15,9.22159835,33.84615385,0.691619876
34,115,101,1,21613,14,9.22159835,34.61538462,0.691619876
35,115,101,0,21613,14,9.22159835,34.61538462,0.691619876
36,115,100,-1,21613,14,9.501270695,33.84615385,0.7125953018333333
37,115,100,0,21613,14,9.869260622631579,33.84615385,0.7401945463508771
38,115,99,-1,22041,14,10.237250550263159,33.07692308,0.767793790868421
39,115,99,0,22041,14,10.605240477894737,33.07692308,0.7953930353859648
40,115,99,0,22041,14,10.89963242,33.07692308,0.8174724309999999
41,115,100,1,22041,14,10.89963242,33.84615385,0.8174724309999999
42,115,100,0,22041,14,10.89963242,33.84615385,0.8174724309999999
43,115,100,0,23143,14,10.89963242,33.84615385,0.8174724309999999
44,115,101,1,23143,13,10.89963242,34.61538462,0.8174724309999999
45,115,102,1,23143,13,10.977211116666666,35.38461538,0.8232908333060108
46,115,103,1,23143,13,11.071819283333333,36.15384615,0.8303864458743169
47,115,105,2,22658,13,11.166427449999999,37.69230769,0.8374820584426229
48,115,107,2,22658,13,11.390099698148145,39.23076923,0.8542574770987652
49,115,108,1,22658,13,12.291358374074072,40.0,0.9218518777160493
50,115,108,0,23042,13,13.192617049999999,40.0,0.9894462783333332
51,115,109,1,23042,14,14.093875725925926,40.76923077,1.0570406789506173
52,115,109,0,23042,14,14.226304264320987,40.76923077,1.0669728196790123
53,115,108,-1,23042,14,14.291878008148148,40.0,1.0718908508518517
54,115,108,0,25464,14,14.357451751975308,40.0,1.0768088820246913
