Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
7,155,87,5,20258,23,13.949263461272727,22.30769231,0.9429702106090909
8,155,89,2,20258,23,14.072532970363637,23.84615385,0.9513032292454545
9,155,93,4,21174,23,14.195802479454546,26.92307692,0.9596362478818181
10,155,98,5,21174,23,14.092363282695652,30.76923077,0.9526437583304348
11,155,103,5,22476,23,13.974453317478261,34.61538462,0.9446730448521738
12,155,110,7,22476,23,13.950444520175438,40.0,0.9430500500350877
13,155,117,7,22476,23,13.979255129824562,45.38461538,0.9449976469649123
14,155,121,4,28002,23,14.008065739473684,48.46153846,0.9469452438947369
15,155,123,2,28002,23,14.036876349122807,50.0,0.9488928408245614
16,155,125,2,28002,22,14.074490473783783,51.53846154,0.9514355554054055
17,155,127,2,28002,22,14.21334502108108,53.07692308,0.960822122972973
18,155,128,1,27533,22,14.352199568378378,53.84615385,0.9702086905405406
19,155,131,3,27533,21,14.484325330258065,56.15384615,0.9791403922064517
20,155,132,1,27533,21,14.567106665741935,56.92307692,0.9847364105935484
21,155,133,1,28740,21,14.649888001225806,57.69230769,0.9903324289806452
22,155,134,1,28740,21,14.73101371,58.46153846,0.995816527
23,155,136,2,28740,21,14.73101371,60.0,0.995816527
24,155,136,0,28345,21,14.73101371,60.0,0.995816527
25,155,137,1,28345,20,14.73101371,60.76923077,0.995816527
26,155,138,1,28345,20,14.788947094347826,61.53846154,0.9997328239043478
27,155,139,1,28514,20,14.854780485652174,62.30769231,1.0041831612956522
28,155,140,1,28514,20,17.04275742089743,63.07692308,1.1520904018717943
29,155,141,1,28792,20,20.69296496,63.84615385,1.3988444309999999
30,155,141,0,28792,20,20.69296496,63.84615385,1.3988444309999999
31,205,142,1,29626,20,20.69296496,64.61538462,1.3988444309999999
32,205,142,0,29626,21,20.69296496,64.61538462,1.3988444309999999
33,205,143,1,27012,21,20.785489336875003,65.38461538,1.405099078875
34,205,143,0,27012,22,21.446377743124998,65.38461538,1.4497751351250001
35,205,143,0,30216,23,21.9618707,65.38461538,1.4846224590000001
36,205,144,1,30216,24,21.9618707,66.15384615,1.4846224590000001
37,205,144,0,33016,26,22.28040534339623,66.15384615,1.5061554008867928
38,205,145,1,33016,27,23.87307856037736,66.92307692,1.6138201103207548
39,205,146,1,35438,28,25.33833792,67.69230769,1.7128716430000002
40,205,146,0,35438,29,25.33833792,67.69230769,1.7128716430000002
41,205,147,1,35560,29,24.948782892999994,68.46153846,1.6865377231999998
42,205,147,0,35560,30,23.001007757999993,68.46153846,1.5548681241999998
43,205,149,2,37995,31,21.44278765,70.0,1.449532445
44,205,149,0,37995,31,21.44278765,70.0,1.449532445
45,205,150,1,41993,30,21.44278765,70.76923077,1.449532445
46,205,151,1,41993,29,21.44278765,71.53846154,1.449532445
47,205,152,1,41993,29,21.962194352666668,72.30769231,1.4846443380666667
48,205,152,0,41993,28,23.817218290761907,72.30769231,1.6100439561619049
49,205,153,1,38703,28,25.61032493912621,73.07692308,1.7312579655533982
50,205,153,0,38703,27,27.12136393427184,73.07692308,1.833404201961165
51,205,154,1,39883,26,28.45107825,73.84615385,1.92329289
52,205,154,0,39883,26,28.45107825,73.84615385,1.92329289
53,205,154,0,40834,26,28.45107825,73.84615385,1.92329289
54,205,155,1,40834,26,28.528504319411763,74.61538462,1.928526892117647
55,205,155,0,41246,26,28.607510512689075,74.61538462,1.9338677106050421
56,205,155,0,41246,26,28.58434559,74.61538462,1.9323017618834952
57,205,155,0,42761,26,28.493066589999998,74.61538462,1.9261313016893205
58,205,155,0,42761,25,28.343254842272724,74.61538462,1.9160040273749999
59,205,156,1,42831,25,28.143581864999998,75.38461538,1.9025061336249998
60,205,156,0,42831,25,28.016851472571428,75.38461538,1.8939391593285713
61,155,156,0,42848,25,27.910694629714285,75.38461538,1.8867629571857143
62,155,156,0,42848,26,27.804537786857143,75.38461538,1.879586755042857
63,155,157,1,42848,26,27.767823137692307,76.15384615,1.8771048445192309
64,155,157,0,46673,26,27.732525676153845,76.15384615,1.8747187358653847
65,155,157,0,46673,27,27.72899593,76.15384615,1.874480125
66,155,157,0,45136,27,27.72899593,76.15384615,1.874480125
67,155,158,1,45136,27,27.72899593,76.92307692,1.874480125
68,155,158,0,45666,28,27.74293340768595,76.92307692,1.875422298553719
69,155,157,-1,45666,28,27.777777101900828,76.15384615,1.8777777324380167
70,155,157,0,47137,28,27.812620796115702,76.15384615,1.8801331663223142
71,155,157,0,47137,29,28.043207797628867,76.15384615,1.8957208472680414
72,155,157,0,47042,29,28.26840629,76.15384615,1.910944265
73,155,156,-1,47042,29,28.26840629,75.38461538,1.910944265
74,155,156,0,49998,29,28.26840629,75.38461538,1.910944265
75,155,156,0,49998,28,28.227034597272727,75.38461538,1.9081475386363635
76,155,156,0,49998,28,27.99719185989899,75.38461538,1.8926101699494948
77,155,156,0,46356,28,27.85661002,75.38461538,1.8831068377966103
78,155,156,0,46356,28,28.073071770000002,75.38461538,1.897739651779661
79,155,156,0,46998,27,28.289533520000003,75.38461538,1.9123724657627117
80,155,155,-1,46998,28,28.3241674,74.61538462,1.9147137159999998
81,155,155,0,49820,28,28.3241674,74.61538462,1.9147137159999998
82,155,156,1,49820,27,28.3241674,75.38461538,1.9147137159999998
83,155,156,0,49820,27,28.793309497460317,75.38461538,1.9464277220634918
84,155,156,0,49920,27,29.326425517301587,75.38461538,1.9824663653174601
85,155,156,0,49920,26,29.66761977,75.38461538,2.005531097
86,155,156,0,49920,25,29.66761977,75.38461538,2.005531097
