Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
13,125,101,3,21114,13,9.923836253412922,34.61538462,0.7442877188286517
14,125,103,2,21114,13,9.979288000744383,36.15384615,0.7484465998679776
15,125,104,1,21114,13,10.034739748075843,36.92307692,0.7526054809073034
16,125,104,0,22110,13,10.090191495407304,36.92307692,0.7567643619466292
17,125,104,0,22110,13,10.146270639651428,36.92307692,0.7609702977542857
18,125,102,-2,22110,13,10.202672988365714,35.38461538,0.7652004738971429
19,125,101,-1,23944,13,10.25907533708,34.61538462,0.76943065004
20,125,99,-2,23944,13,10.30645331,33.07692308,0.772983998
21,125,98,-1,23944,14,10.30645331,32.30769231,0.772983998
22,125,97,-1,23944,14,10.30645331,31.53846154,0.772983998
23,125,95,-2,24225,14,10.30645331,30.0,0.772983998
24,125,94,-1,24225,14,10.630290267130045,29.23076923,0.797271769838565
25,125,93,-1,24225,14,10.967620430807175,28.46153846,0.8225715321704036
26,125,93,0,24225,14,11.304950594484305,28.46153846,0.8478712945022421
27,125,94,1,25736,14,11.642280758161435,29.23076923,0.8731710568340807
28,125,95,1,25736,14,11.919668160478723,30.0,0.8939751120691489
29,125,98,3,25736,14,12.13711280143617,32.30769231,0.9102834602074468
30,125,101,3,28051,15,12.354557442393617,34.61538462,0.9265918083457447
31,200,104,3,28051,15,12.572002083351064,36.92307692,0.9429001564840426
32,200,106,2,28051,16,13.332913504388488,38.46153846,0.9999685130791367
33,200,109,3,28051,16,14.284772713021582,40.76923077,1.0713579537266187
34,200,110,1,27220,16,15.236631921654677,41.53846154,1.1427473943741009
35,200,112,2,27220,16,15.692057201532846,43.07692308,1.176904290189781
36,200,113,1,28909,16,16.12679773437956,43.84615385,1.209509829970803
37,200,115,2,28909,17,16.524426960471203,45.38461538,1.2393320217853403
38,200,115,0,28909,17,16.790479735340316,45.38461538,1.2592859799005236
39,200,116,1,28909,17,17.056532510209426,46.15384615,1.279239938015707
40,200,116,0,31814,17,17.322585285078535,46.15384615,1.29919389613089
41,200,117,1,31814,17,17.81263516863354,46.92307692,1.3359476373354038
42,200,117,0,31814,17,18.63868071521739,46.92307692,1.3979010531739129
43,200,118,1,34040,18,19.464726261801243,47.69230769,1.4598544690124222
44,200,118,0,34040,18,20.14208361,47.69230769,1.51065627
45,200,119,1,34040,18,20.14208361,48.46153846,1.51065627
46,200,120,1,35963,18,20.14208361,49.23076923,1.51065627
47,200,122,2,35963,18,20.17067097,50.76923077,1.512800322029197
48,200,123,1,35963,18,20.26000647,51.53846154,1.5195004846204379
49,200,124,1,35963,18,20.34934197,52.30769231,1.5262006472116787
50,200,124,0,42508,18,20.438677470000002,52.30769231,1.5329008098029195
51,200,124,0,42508,18,20.528012970000002,52.30769231,1.5396009723941604
52,200,124,0,42508,18,20.617348470000003,52.30769231,1.5463011349854014
53,200,124,0,42508,18,20.63164215,52.30769231,1.5473731609999999
