Time,WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
8,25,95,3,18785.208,21,7.690912564460318,18.85245902,0.4668383928888889
9,25,99,4,18785.208,21,8.415293836087303,22.13114754,0.5108083359444445
10,25,101,2,19774.196,21,9.139675107714288,23.770491800000002,0.5547782790000001
11,25,102,1,19774.196,21,9.134512883162921,24.59016393,0.5544649318483147
12,25,105,3,19774.196,21,8.718982442011237,27.04918033,0.5292422339550562
13,25,106,1,20148.023999999998,21,8.30345200085955,27.86885246,0.5040195360617977
14,25,108,2,20148.023999999998,21,7.960894542226666,29.50819672,0.48322629824
15,25,109,1,20148.023999999998,21,8.45752638256,30.32786885,0.51337185124
16,25,108,-1,20148.023999999998,21,8.954158222893332,29.50819672,0.54351740424
17,25,107,-1,21297.9,21,9.372659977357143,28.68852459,0.568920461
18,25,104,-3,21297.9,21,8.892665744321429,26.229508199999998,0.5397848110000001
19,25,103,-1,21629.14,21,8.412671511285716,25.40983607,0.510649161
20,25,102,-1,21629.14,21,8.619884116037737,24.59016393,0.5232269661320755
21,25,100,-2,21629.14,21,8.957993261320755,22.95081967,0.5437501912893081
22,25,99,-1,21510.84,21,9.296102406603774,22.13114754,0.5642734164465408
23,25,96,-3,21510.84,21,9.36452713892857,19.67213115,0.5684267975714286
24,25,95,-1,21510.84,21,9.294023537305195,18.85245902,0.5641472287402598
25,25,94,-1,21383.076,21,9.223519935681818,18.03278689,0.5598676599090909
26,25,92,-2,21383.076,21,9.235890967646666,16.39344262,0.5606185815866667
27,25,92,0,21383.076,21,9.308274665313332,16.39344262,0.5650122722533333
28,25,92,0,21174.868,21,9.38065836298,16.39344262,0.56940596292
29,25,93,1,21174.868,20,9.456570547688406,17.21311475,0.574013832615942
30,25,94,1,21174.868,20,9.535037843702899,18.03278689,0.5787767974710145
31,165,95,1,21051.836,20,9.613505139717391,18.85245902,0.583539762326087
32,165,96,1,21051.836,20,9.774586953325715,19.67213115,0.59331742828
33,165,97,1,21051.836,20,9.95380366104,20.49180328,0.60419588228
34,165,98,1,21051.836,20,10.133020368754286,21.31147541,0.6150743362800001
35,165,98,0,22689.107999999997,20,10.274902701428571,21.31147541,0.6236865937142858
36,165,99,1,22689.107999999997,20,10.337449487142857,22.13114754,0.6274831834464286
37,165,100,1,22887.852000000003,20,10.428975426923076,22.95081967,0.633038807876923
38,165,101,1,22887.852000000003,20,10.853761638461538,23.770491800000002,0.6588233313384615
39,165,101,0,24028.264,20,11.278547849999999,23.770491800000002,0.6846078548
40,165,102,1,24028.264,21,11.49943668,24.59016393,0.698015807
41,165,105,3,24028.264,21,11.49943668,27.04918033,0.698015807
42,165,107,2,24184.42,21,11.49943668,28.68852459,0.698015807
43,165,110,3,24184.42,21,11.630215637183099,31.14754098,0.705954089612676
44,165,112,2,24184.42,21,11.763663552676057,32.78688525,0.7140543779929577
45,165,114,2,25074.036,21,11.95624379300926,34.42622951,0.7257439984999999
46,165,116,2,25074.036,21,12.51206545736111,36.06557377,0.7594823734999999
47,165,118,2,25074.036,21,13.067887121712964,37.70491803,0.7932207485
48,165,119,1,25074.036,21,13.623708786064814,38.52459016,0.8269591235
49,165,120,1,27094.6,21,14.179530450416667,39.3442623,0.8606974985
50,165,120,0,27094.6,21,14.279890563726708,39.3442623,0.8667893574223603
51,165,121,1,27094.6,21,14.280271312173912,40.16393443,0.8668124689130435
52,165,121,0,27511.016,20,14.280652060621117,40.16393443,0.8668355804037268
53,165,121,0,27511.016,20,14.354045443673469,40.16393443,0.8712905586734694
54,165,122,1,27511.016,20,14.476113916462586,40.98360656,0.8787001147959184
55,165,122,0,27113.528,20,14.5981823892517,40.98360656,0.8861096709183673
56,165,123,1,27113.528,20,15.052033141787708,41.80327869,0.9136584115642458
57,165,124,1,27113.528,20,15.676802038435753,42.62295082,0.9515818836312848
58,165,125,1,27951.092,20,16.3015709350838,43.44262295,0.989505355698324
59,165,126,1,27951.092,20,16.928861580141845,44.26229508,1.0275818978865248
60,165,126,0,27951.092,20,17.585152331914895,44.26229508,1.067418746468085
61,25,127,1,27951.092,19,18.241443083687944,45.08196721,1.1072555950496454
62,25,127,0,28140.372000000003,19,18.72709824,45.08196721,1.136734863
63,25,128,1,28140.372000000003,19,18.72709824,45.90163934,1.136734863
64,25,128,0,28140.372000000003,19,18.72709824,45.90163934,1.136734863
65,25,128,0,30321.824,19,18.72709824,45.90163934,1.136734863
66,25,128,0,30321.824,18,18.76093395724138,45.90163934,1.138788691086207
67,25,128,0,30321.824,18,18.854922060689656,45.90163934,1.1444937691034485
68,25,127,-1,29952.728,18,18.942300281830065,45.08196721,1.149797627254902
69,25,128,1,29952.728,18,18.8710413275817,45.90163934,1.1454722086274511
70,25,127,-1,29952.728,18,18.799782373333333,45.08196721,1.14114679
71,25,127,0,29630.952,18,18.72852341908497,45.08196721,1.136821371372549
72,25,126,-1,29630.952,18,18.72709824,44.26229508,1.136734863
73,25,126,0,29630.952,19,18.72709824,44.26229508,1.136734863
74,25,125,-1,30700.384,19,18.72709824,43.44262295,1.136734863
75,25,125,0,30700.384,19,18.9190766060221,43.44262295,1.148387949878453
76,25,125,0,30700.384,19,19.13238590160221,43.44262295,1.1613358241878453
77,25,124,-1,30700.384,19,19.34569519718232,42.62295082,1.1742836984972376
78,25,124,0,29843.892000000003,19,19.57463299986111,42.62295082,1.1881802232083334
79,25,124,0,29843.892000000003,19,19.84375839222222,42.62295082,1.2045161346666668
80,25,123,-1,29843.892000000003,19,20.11288378458333,41.80327869,1.220852046125
81,25,122,-1,30364.412,19,20.52058832,40.98360656,1.2455997115000002
82,25,122,0,30364.412,19,21.136161570000002,40.98360656,1.28296500775
83,25,121,-1,30851.807999999997,19,21.75173482,40.16393443,1.320330304
84,25,119,-2,30851.807999999997,19,22.258283504558822,38.52459016,1.3510778090882352
85,25,119,0,30851.807999999997,19,22.32873392735294,38.52459016,1.3553541495294117
86,25,118,-1,30851.807999999997,19,22.399184350147056,37.70491803,1.359630489970588
87,25,118,0,29370.692000000003,19,22.43581857,37.70491803,1.3618541869999998
88,25,117,-1,29370.692000000003,19,22.43581857,36.885245899999994,1.3618541869999998
89,25,117,0,30468.516,19,22.447875079310343,36.885245899999994,1.3625860171810344
90,25,117,0,30468.516,20,22.49424626896552,36.885245899999994,1.3654007486465516
91,165,117,0,31064.748,20,22.54061745862069,36.885245899999994,1.368215480112069
92,165,117,0,31064.748,20,22.5737742173125,36.885245899999994,1.370228095275
93,165,117,0,31064.748,21,22.6060875016875,36.885245899999994,1.372189511525
94,165,117,0,32910.227999999996,21,22.6384007860625,36.885245899999994,1.374150927775
95,165,117,0,32910.227999999996,21,22.64680224,36.885245899999994,1.374660896
96,165,117,0,35068.02,21,22.64680224,36.885245899999994,1.374660896
97,165,118,1,35068.02,22,22.64680224,37.70491803,1.374660896
98,165,119,1,36331.464,22,22.64680224,38.52459016,1.374660896
99,165,120,1,36331.464,23,22.5843322275,39.3442623,1.370868966140625
